Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount
1,160.79,0.15,10.93,1.06,148.66
3,460.69,0.1,62.19,10.54,1316.59
3,560.86,0.0,302.86,14.82,2000.26
4,348.39,0.0,69.68,8.81,1472.05
2,331.33,0.05,50.36,13.69,693.58
1,36.31,0.0,2.9,0.15,39.36
5,329.87,0.0,131.95,9.14,1790.44
2,150.02,0.15,20.4,13.51,288.94
4,582.34,0.0,116.47,3.15,2448.98
5,587.72,0.0,235.09,9.18,3182.87
2,584.47,0.0,140.27,13.45,1322.66
5,392.64,0.25,73.62,8.33,1554.35
1,442.26,0.2,28.3,6.07,388.18
2,568.93,0.2,72.82,4.12,987.23
5,13.18,0.05,3.13,13.54,79.28
5,51.0,0.05,0.0,5.68,247.93
1,66.92,0.0,8.03,2.49,77.44
1,366.12,0.0,43.93,1.01,411.06
3,328.02,0.1,106.28,14.85,1006.78
3,112.17,0.15,22.88,11.16,320.07
5,199.71,0.1,44.93,0.87,944.5
4,456.99,0.05,208.39,2.91,1947.86
2,452.32,0.0,72.37,6.19,983.2
3,430.0,0.25,48.38,12.2,1028.08
5,327.51,0.1,176.86,8.95,1659.61
5,14.47,0.05,3.44,11.33,83.5
4,411.22,0.1,118.43,12.07,1610.89
1,28.92,0.1,1.3,0.77,28.1
1,248.11,0.0,19.85,0.41,268.37
2,370.64,0.0,37.06,14.26,792.6
1,357.16,0.0,28.57,12.43,398.16
4,317.89,0.2,50.86,14.15,1082.26
4,551.29,0.1,357.24,12.06,2353.94
5,242.5,0.0,145.5,11.26,1369.26
4,316.74,0.15,129.23,14.21,1220.36
1,149.59,0.05,25.58,0.12,167.81
1,264.81,0.15,27.01,14.77,266.87
3,6.13,0.15,0.78,3.73,20.14
4,125.06,0.1,54.03,14.8,519.05
1,10.14,0.0,1.83,1.8,13.77
1,406.4,0.0,32.51,1.11,440.02
2,126.23,0.0,45.44,11.01,308.91
2,231.26,0.1,49.95,8.33,474.55
1,485.26,0.0,0.0,10.72,495.98
3,252.09,0.0,37.81,9.35,803.43
5,388.35,0.0,349.52,7.34,2298.61
5,253.91,0.0,63.48,0.24,1333.27
2,192.77,0.25,34.7,13.02,336.88
2,238.55,0.0,57.25,3.77,538.12
5,304.58,0.15,155.34,9.91,1459.72
2,53.61,0.0,12.87,2.67,122.76
4,476.02,0.0,152.33,5.72,2062.13
4,480.8,0.1,138.47,0.08,1869.43
2,388.42,0.0,38.84,0.37,816.05
2,353.6,0.0,84.86,4.46,796.52
5,383.06,0.0,95.76,6.87,2017.93
3,544.34,0.0,130.64,5.86,1769.52
1,407.5,0.1,66.02,12.95,445.72
2,567.81,0.0,0.0,2.09,1137.71
3,82.0,0.1,26.57,3.93,251.9
5,513.36,0.2,0.0,10.99,2064.43
4,567.01,0.1,367.42,10.02,2418.68
4,67.7,0.2,26.0,1.39,244.03
1,484.45,0.0,24.22,6.58,515.25
3,374.44,0.2,44.93,12.88,956.47
3,68.87,0.0,16.53,10.97,234.11
2,75.63,0.0,27.23,14.06,192.55
4,330.69,0.0,238.1,8.93,1569.79
5,555.25,0.05,211.0,0.19,2848.63
1,263.87,0.15,40.37,11.8,276.46
4,206.47,0.1,89.2,0.03,832.52
2,305.97,0.1,44.06,2.54,597.35
1,122.24,0.0,22.0,7.71,151.95
5,578.73,0.0,231.49,3.88,3129.02
1,484.31,0.0,0.0,7.78,492.09
5,448.15,0.05,170.3,1.15,2300.16
2,226.02,0.1,48.82,13.11,468.77
3,467.02,0.05,66.55,5.72,1403.28
2,56.94,0.3,3.99,8.91,92.62
5,66.02,0.1,14.85,3.92,315.86
1,265.55,0.0,21.24,8.15,294.94
4,11.94,0.3,0.0,2.64,36.07
4,119.68,0.05,36.38,2.64,493.8
4,454.02,0.1,81.72,11.25,1727.44
4,457.74,0.0,0.0,12.84,1843.8
2,409.42,0.15,83.52,2.83,782.36
2,471.37,0.0,75.42,4.68,1022.84
2,403.78,0.15,123.56,2.43,812.42
4,22.13,0.05,10.09,11.53,105.71
1,387.41,0.05,18.4,1.97,388.41
3,317.18,0.1,0.0,14.83,871.22
2,133.61,0.15,18.17,12.4,257.71
2,342.08,0.1,49.26,3.4,668.4
2,226.16,0.2,28.95,3.97,394.78
4,435.94,0.0,139.5,10.39,1893.65
1,107.06,0.0,12.85,1.55,121.46
2,584.01,0.0,58.4,4.34,1230.76
5,487.0,0.2,350.64,0.41,2299.05
1,514.69,0.05,39.12,0.98,529.06
4,293.79,0.1,84.61,5.76,1148.01
5,243.78,0.0,146.27,14.17,1379.34
1,174.88,0.0,13.99,12.35,201.22
4,69.86,0.1,20.12,1.66,273.28
2,245.39,0.0,58.89,13.73,563.4
1,14.95,0.25,0.0,0.61,11.82
5,417.75,0.0,167.1,9.24,2265.09
2,325.24,0.05,30.9,11.71,660.57
2,156.4,0.0,0.0,14.26,327.06
3,91.64,0.0,13.75,6.77,295.44
5,252.71,0.25,0.0,9.56,957.22
1,241.65,0.1,26.1,9.25,252.84
5,497.91,0.1,112.03,1.4,2354.03
3,159.77,0.1,21.57,7.7,460.65
4,123.33,0.2,31.57,7.17,433.4
2,462.36,0.0,110.97,7.76,1043.45
3,103.78,0.0,15.57,9.12,336.03
2,107.18,0.0,17.15,8.49,240.0
1,574.23,0.0,45.94,0.32,620.49
1,232.26,0.05,26.48,13.5,260.63
1,544.2,0.0,65.3,10.89,620.39
5,231.63,0.05,198.04,4.54,1302.82
1,95.06,0.0,0.0,12.32,107.38
5,502.94,0.0,301.76,14.26,2830.72
4,479.3,0.15,81.48,5.92,1717.02
5,279.21,0.15,0.0,12.07,1198.71
2,109.08,0.05,10.36,7.86,225.47
4,371.8,0.0,178.46,14.2,1679.86
4,373.25,0.05,70.92,4.33,1493.6
3,168.32,0.05,86.35,0.97,567.03
4,140.6,0.1,91.11,9.25,606.52
1,543.97,0.0,27.2,6.29,577.46
2,143.85,0.1,31.07,1.68,291.68
5,30.66,0.1,11.04,13.26,162.27
1,24.26,0.05,2.77,4.89,30.71
2,107.99,0.25,8.1,4.85,174.93
3,570.67,0.25,64.2,4.39,1352.6
5,368.65,0.1,132.71,0.17,1791.8
5,409.6,0.05,155.65,8.26,2109.51
4,411.87,0.2,0.0,3.48,1321.46
1,429.92,0.1,30.95,12.78,430.66
2,596.7,0.05,90.7,11.12,1235.55
3,116.19,0.05,39.74,6.01,376.89
5,378.22,0.15,0.0,0.6,1608.04
5,363.15,0.0,217.89,7.44,2041.08
5,242.92,0.15,185.83,7.81,1226.05
5,474.48,0.15,362.98,2.58,2382.1
5,80.14,0.15,17.03,7.76,365.38
1,565.67,0.0,0.0,12.07,577.74
3,371.97,0.2,0.0,14.01,906.74
3,252.13,0.05,0.0,10.01,728.58
5,590.71,0.2,189.03,13.39,2565.26
3,303.01,0.0,0.0,9.89,918.92
3,33.98,0.15,4.33,3.89,94.87
2,50.87,0.2,0.0,0.63,82.02
1,20.64,0.25,0.77,4.3,20.55
2,489.81,0.1,105.8,14.51,1001.97
5,486.04,0.05,184.7,10.75,2504.14
2,118.38,0.25,8.88,8.51,194.96
1,536.77,0.05,40.79,12.59,563.31
5,52.97,0.05,45.29,12.46,309.36
5,122.01,0.05,46.36,4.44,630.35
5,566.31,0.1,127.42,4.85,2680.66
4,590.78,0.1,0.0,10.17,2136.98
2,228.45,0.25,27.41,6.31,376.4
2,419.54,0.15,0.0,14.22,727.44
2,487.84,0.2,62.44,10.23,853.21
1,262.32,0.0,47.22,3.97,313.51
4,100.46,0.05,45.81,6.29,433.85
1,214.36,0.2,8.57,11.33,191.39
5,590.1,0.2,0.0,14.54,2374.94
5,565.47,0.1,203.57,5.41,2753.6
2,435.95,0.25,32.7,4.98,691.6
1,392.16,0.0,31.37,11.25,434.78
3,60.14,0.15,12.27,10.66,176.29
3,306.79,0.1,99.4,4.66,932.39
1,75.47,0.0,6.04,11.15,92.66
3,350.84,0.15,44.73,1.92,941.29
2,416.17,0.0,0.0,11.35,843.69
1,120.62,0.05,5.73,1.12,121.44
1,438.97,0.0,21.95,11.69,472.61
3,8.73,0.0,2.1,0.47,28.76
5,88.41,0.2,17.68,10.5,381.82
1,546.68,0.0,27.33,12.4,586.41
2,534.68,0.0,128.32,8.97,1206.65
5,347.27,0.1,125.02,0.95,1688.68
1,336.23,0.0,40.35,2.93,379.51
3,573.26,0.1,77.39,14.81,1640.0
2,561.17,0.15,114.48,7.98,1076.45
2,302.14,0.1,27.19,5.2,576.24
3,392.97,0.0,58.95,10.62,1248.48
5,599.07,0.0,149.77,5.76,3150.88
4,477.92,0.2,122.35,3.85,1655.54
5,178.88,0.1,64.4,6.09,875.45
1,345.13,0.1,15.53,4.68,330.83
2,541.26,0.0,194.85,7.53,1284.9
5,344.69,0.0,206.81,7.22,1937.48
2,280.42,0.05,26.64,4.02,563.46
2,485.95,0.0,116.63,10.74,1099.27
3,65.61,0.2,12.6,7.75,177.81
1,45.28,0.1,0.0,0.37,41.12
2,479.0,0.05,72.81,13.55,996.46
2,553.8,0.1,119.62,11.43,1127.89
3,96.39,0.0,34.7,1.33,325.2
2,270.13,0.0,64.83,3.66,608.75
4,198.1,0.0,63.39,3.81,859.6
1,287.64,0.05,21.86,14.8,309.92
3,420.48,0.0,63.07,1.9,1326.41
2,353.49,0.05,80.6,7.56,759.79
3,489.65,0.2,94.01,9.57,1278.74
2,377.39,0.2,0.0,1.06,604.88
1,152.55,0.1,6.86,4.88,149.04
5,549.7,0.05,130.55,4.19,2745.82
5,80.4,0.0,32.16,5.28,439.44
3,427.0,0.0,64.05,9.61,1354.66
4,142.41,0.15,38.74,13.53,536.46
4,482.27,0.15,196.77,11.06,1847.55
3,309.33,0.0,46.4,7.46,981.85
1,410.3,0.05,31.18,5.7,426.66
2,283.07,0.0,0.0,1.61,567.75
5,331.78,0.0,199.07,8.28,1866.25
5,550.65,0.0,137.66,9.26,2900.17
3,104.31,0.0,15.65,9.98,338.56
4,366.7,0.0,0.0,7.05,1473.85
2,540.58,0.25,40.54,6.4,857.81
3,477.42,0.05,68.03,2.41,1431.09
5,299.81,0.15,63.71,9.37,1347.27
2,199.5,0.2,38.3,1.57,359.07
2,339.85,0.0,81.56,11.33,772.59
2,192.8,0.0,30.85,10.89,427.34
5,485.28,0.0,121.32,13.18,2560.9
5,337.14,0.0,202.28,1.2,1889.18
4,97.45,0.1,17.54,0.02,368.38
2,566.49,0.1,81.57,9.5,1110.75
3,361.66,0.0,195.3,6.68,1286.96
5,91.82,0.0,36.73,7.64,503.47
4,368.72,0.0,73.74,14.77,1563.39
5,238.95,0.0,59.74,7.16,1261.65
3,147.06,0.15,45.0,14.95,434.95
1,122.45,0.05,9.31,14.91,140.55
2,212.12,0.2,40.73,12.14,392.26
3,513.55,0.1,166.39,1.44,1554.42
3,560.54,0.25,100.9,13.91,1376.02
1,64.8,0.05,11.08,12.09,84.73
2,476.81,0.1,154.49,11.62,1024.37
2,134.52,0.15,27.44,6.03,262.15
3,451.91,0.05,103.04,11.16,1402.14
1,171.64,0.15,11.67,2.45,160.01
3,293.48,0.2,56.35,10.32,771.02
5,477.74,0.05,272.31,5.48,2547.05
2,319.53,0.1,69.02,8.07,652.24
1,203.78,0.0,10.19,10.47,224.44
5,261.89,0.3,45.83,10.06,972.5
3,112.37,0.05,25.62,13.39,359.26
1,76.94,0.15,3.27,4.55,73.22
1,96.97,0.0,11.64,13.6,122.21
4,130.73,0.05,39.74,12.91,549.42
5,220.45,0.0,0.0,10.96,1113.21
5,547.92,0.2,394.5,2.98,2589.16
2,6.93,0.15,0.59,5.97,18.34
3,339.12,0.0,183.12,4.36,1204.84
4,575.7,0.0,414.5,4.86,2722.16
1,157.51,0.15,6.69,10.46,151.03
2,577.38,0.0,138.57,4.65,1297.98
2,191.43,0.1,41.35,3.06,388.98
2,178.99,0.0,64.44,1.85,424.27
2,10.87,0.2,1.39,6.95,25.73
5,99.79,0.05,37.92,14.58,526.5
5,114.82,0.0,45.93,12.94,632.97
1,343.34,0.2,32.96,13.46,321.09
3,390.88,0.25,105.54,4.08,989.1
3,95.15,0.0,14.27,11.45,311.17
4,440.39,0.0,88.08,9.6,1859.24
1,97.02,0.05,16.59,3.04,111.8
4,495.1,0.15,134.67,7.78,1825.79
5,159.94,0.0,95.96,5.54,901.2
5,267.36,0.15,90.9,11.81,1238.99
5,576.75,0.0,230.7,8.2,3122.65
5,111.81,0.0,67.09,9.95,636.09
3,191.01,0.2,0.0,6.26,464.68
2,387.82,0.0,62.05,8.67,846.36
5,153.16,0.2,110.28,14.61,737.53
2,151.09,0.1,48.95,12.74,333.65
1,174.92,0.0,31.49,14.04,220.45
1,98.2,0.0,7.86,8.86,114.92
4,204.88,0.0,40.98,0.11,860.61
2,6.01,0.0,0.0,6.25,18.27
5,318.2,0.0,127.28,7.15,1725.43
5,354.29,0.1,127.54,8.95,1730.8
1,413.83,0.0,49.66,5.71,469.2
4,408.14,0.2,235.09,10.46,1551.6
4,580.87,0.0,116.17,13.02,2452.67
3,201.92,0.05,28.77,11.05,615.29
3,518.71,0.1,168.06,11.35,1579.93
4,205.01,0.25,73.8,3.45,692.28
5,275.04,0.2,198.03,9.26,1307.45
3,556.61,0.2,106.87,1.49,1444.22
3,103.51,0.15,31.67,7.69,303.31
3,110.94,0.0,39.94,4.71,377.47
5,546.36,0.0,218.54,5.06,2955.4
2,466.19,0.05,44.29,8.57,938.62
3,312.28,0.1,0.0,2.6,845.76
5,109.2,0.05,25.94,4.12,548.76
5,185.8,0.2,89.18,12.0,844.38
4,518.54,0.0,103.71,13.64,2191.51
3,463.15,0.0,0.0,0.49,1389.94
5,301.18,0.0,271.06,10.22,1787.18
3,328.01,0.0,78.72,1.86,1064.61
2,366.14,0.15,31.12,5.25,658.81
2,183.12,0.25,49.44,1.34,325.46
4,185.46,0.2,29.67,0.21,623.35
3,447.77,0.0,161.2,4.24,1508.75
5,148.59,0.2,71.32,7.85,673.53
4,14.43,0.0,2.89,13.38,73.99
5,538.65,0.25,101.0,13.29,2134.23
3,539.17,0.15,68.74,14.07,1457.69
2,562.94,0.15,172.26,7.9,1137.16
1,102.09,0.1,11.03,12.97,115.88
2,114.13,0.0,18.26,2.05,248.57
4,104.44,0.3,23.39,7.77,323.59
3,478.3,0.05,109.05,9.25,1481.46
1,338.71,0.0,60.97,6.55,406.23
4,168.75,0.0,54.0,6.67,735.67
4,290.34,0.15,177.69,4.87,1169.72
2,441.71,0.15,60.07,9.01,819.99
5,411.33,0.1,92.55,13.56,1957.1
1,412.26,0.25,37.1,1.27,347.56
1,586.45,0.05,44.57,0.36,602.06
1,382.0,0.15,58.45,11.8,394.95
3,390.26,0.0,93.66,4.47,1268.91
2,424.99,0.2,34.0,8.2,722.18
2,398.23,0.0,39.82,1.64,837.92
4,405.04,0.15,165.26,4.67,1547.07
3,305.21,0.0,45.78,2.66,964.07
5,536.35,0.0,214.54,4.2,2900.49
1,532.07,0.15,36.18,8.95,497.39
3,163.09,0.05,55.78,4.96,525.55
5,176.44,0.05,41.9,13.3,893.29
2,313.74,0.15,64.0,7.44,604.8
3,566.46,0.15,260.01,2.38,1706.86
3,556.05,0.1,75.07,12.78,1589.18
1,483.83,0.1,21.77,7.63,464.85
2,554.45,0.15,75.41,12.88,1030.86
1,309.44,0.0,15.47,8.2,333.11
5,573.73,0.0,0.0,3.15,2871.8
5,196.52,0.1,106.12,8.86,999.32
4,564.19,0.0,112.84,4.39,2373.99
4,502.61,0.15,136.71,4.75,1850.33
1,411.71,0.05,0.0,14.06,405.18
1,538.4,0.25,32.3,6.11,442.21
3,308.87,0.0,74.13,1.53,1002.27
4,537.5,0.0,172.0,6.74,2328.74
3,178.63,0.1,38.58,10.98,531.86
4,466.94,0.25,168.1,12.58,1581.5
5,118.17,0.15,40.18,12.98,555.38
5,346.96,0.1,124.91,5.89,1692.12
3,531.96,0.0,191.51,1.97,1789.36
4,590.12,0.15,100.32,1.24,2107.97
2,128.12,0.1,18.45,1.26,250.33
2,551.73,0.05,125.79,14.89,1188.97
3,126.05,0.0,0.0,11.64,389.79
2,124.28,0.0,12.43,11.04,272.03
2,121.48,0.0,19.44,1.48,263.88
5,95.53,0.15,0.0,10.0,416.0
5,527.54,0.0,211.02,2.89,2851.61
3,478.96,0.05,68.25,7.32,1440.61
2,334.32,0.2,26.75,9.94,571.6
4,566.07,0.0,181.14,14.29,2459.71
1,189.22,0.15,19.3,11.76,191.9
5,267.24,0.0,160.34,11.83,1508.37
4,312.94,0.05,59.46,3.04,1251.67
1,434.08,0.0,21.7,7.29,463.07
5,84.19,0.0,50.51,4.89,476.35
1,503.77,0.3,42.32,10.7,405.66
1,530.41,0.1,23.87,11.74,512.98
2,68.25,0.0,24.57,2.89,163.96
1,167.96,0.0,30.23,12.74,210.93
4,42.18,0.1,7.59,14.63,174.07
2,520.38,0.25,39.03,14.41,834.01
5,371.87,0.0,92.97,3.29,1955.61
3,449.42,0.05,102.47,13.71,1397.03
5,8.48,0.0,2.12,4.73,49.25
4,227.49,0.0,109.2,1.43,1020.59
3,154.16,0.0,23.12,4.96,490.56
2,280.0,0.2,35.84,3.6,487.44
3,384.4,0.0,138.38,8.09,1299.67
4,113.14,0.05,77.39,5.27,512.59
1,210.5,0.0,10.52,14.2,235.22
1,464.93,0.05,53.0,7.73,502.41
1,90.59,0.05,10.33,10.27,106.66
4,354.04,0.05,242.16,7.25,1594.76
5,527.15,0.0,210.86,12.91,2859.52
3,230.47,0.0,82.97,13.0,787.38
2,551.96,0.1,49.68,11.37,1054.58
1,366.42,0.15,24.92,6.45,342.83
3,46.15,0.15,5.88,4.58,128.14
5,567.56,0.0,141.89,9.52,2989.21
3,241.51,0.15,30.79,6.77,653.41
3,98.7,0.1,21.32,7.16,294.97
3,175.83,0.1,85.45,1.16,561.35
2,356.87,0.2,68.52,1.69,641.2
5,454.69,0.0,113.67,7.64,2394.76
3,178.82,0.2,51.5,14.93,495.6
2,234.93,0.0,37.59,2.66,510.11
2,490.49,0.0,78.48,7.72,1067.18
2,146.11,0.2,28.05,12.76,274.59
4,370.0,0.0,74.0,3.91,1557.91
5,171.02,0.05,146.22,6.15,964.72
3,409.37,0.0,98.25,10.01,1336.37
2,467.42,0.1,151.44,0.42,993.22
1,511.87,0.15,52.21,9.39,496.69
3,210.74,0.2,0.0,2.59,508.37
3,80.49,0.0,19.32,9.6,270.39
1,306.62,0.05,23.3,5.83,320.42
4,497.33,0.1,322.27,8.49,2121.15
1,248.47,0.05,28.33,14.54,278.92
5,236.15,0.0,141.69,14.37,1336.81
2,20.73,0.1,1.87,1.31,40.49
2,212.44,0.25,25.49,13.09,357.24
1,271.74,0.0,13.59,12.99,298.32
3,288.39,0.0,43.26,6.23,914.66
3,481.63,0.15,61.41,3.27,1292.84
5,450.33,0.0,405.3,13.69,2670.64
5,44.42,0.0,17.77,7.39,247.26
1,416.81,0.05,31.68,2.52,430.17
4,559.98,0.15,95.2,10.08,2009.21
2,545.82,0.0,87.33,2.02,1180.99
4,475.09,0.2,121.62,7.15,1649.06
2,130.95,0.1,18.86,8.02,262.59
2,598.95,0.0,59.9,9.57,1267.37
1,53.16,0.0,2.66,14.64,70.46
1,581.08,0.0,46.49,4.87,632.44
1,404.1,0.0,20.21,7.02,431.33
4,362.16,0.0,72.43,9.73,1530.8
1,400.38,0.05,30.43,10.32,421.11
3,33.08,0.1,7.15,14.66,111.13
5,55.31,0.05,13.14,14.61,290.47
3,432.81,0.1,93.49,7.16,1269.24
1,290.23,0.2,18.57,3.2,253.95
3,125.6,0.05,64.43,0.41,422.8
4,495.03,0.1,142.57,9.43,1934.11
1,333.41,0.05,25.34,3.57,345.65
3,242.27,0.05,0.0,2.05,692.52
5,559.9,0.2,403.13,9.42,2652.15
2,207.72,0.1,29.91,14.12,417.93
1,187.49,0.0,15.0,13.86,216.35
3,182.23,0.05,41.55,11.68,572.59
2,107.29,0.0,10.73,9.74,235.05
2,153.68,0.15,0.0,12.82,274.08
5,120.21,0.05,28.55,5.69,605.24
5,494.3,0.25,148.29,14.64,2016.56
4,302.53,0.0,60.51,9.54,1280.17
1,8.04,0.15,0.55,7.98,15.36
2,422.83,0.25,50.74,5.67,690.66
4,425.06,0.15,173.42,11.65,1630.27
5,205.51,0.1,166.46,11.37,1102.62
4,389.31,0.15,66.18,13.44,1403.27
5,72.14,0.0,18.04,12.3,391.04
3,42.42,0.05,6.04,7.63,134.57
3,217.85,0.2,26.14,1.48,550.46
5,545.76,0.25,163.73,11.11,2221.44
5,196.48,0.05,46.66,10.3,990.24
2,142.88,0.0,22.86,4.44,313.06
1,255.9,0.15,10.88,12.1,240.49
4,21.94,0.0,4.39,12.01,104.16
2,583.91,0.05,133.13,7.33,1249.89
1,259.41,0.05,12.32,14.29,273.05
1,453.85,0.2,43.57,2.0,408.65
2,211.4,0.1,45.66,9.21,435.39
1,569.97,0.0,45.6,12.65,628.22
2,82.91,0.15,16.91,0.92,158.78
5,52.67,0.0,21.07,10.27,294.69
5,76.55,0.25,34.45,12.48,333.99
2,68.73,0.0,11.0,9.13,157.59
5,510.13,0.05,290.77,0.41,2714.3
2,145.83,0.25,10.94,11.93,241.62
1,49.16,0.05,2.34,7.95,56.99
4,516.13,0.1,148.65,14.39,2021.11
1,114.48,0.0,9.16,9.09,132.73
5,437.8,0.0,175.12,12.15,2376.27
4,144.39,0.2,0.0,2.15,464.2
1,150.1,0.0,18.01,12.51,180.62
2,464.57,0.0,111.5,10.28,1050.92
1,66.39,0.0,3.32,1.51,71.22
5,83.41,0.05,31.7,1.57,429.47
5,462.42,0.05,175.72,4.52,2376.73
4,581.64,0.25,0.0,10.64,1755.56
4,199.98,0.05,60.79,7.48,828.19
5,264.31,0.2,52.86,2.7,1112.8
2,445.25,0.0,44.53,0.01,935.04
5,189.8,0.0,113.88,0.84,1063.72
3,510.06,0.25,91.81,13.08,1252.52
4,229.3,0.2,0.0,8.45,742.21
3,406.39,0.1,87.78,13.85,1198.88
4,161.58,0.1,0.0,10.69,592.38
5,366.11,0.15,124.48,3.43,1683.88
1,98.97,0.0,7.92,0.59,107.48
5,154.11,0.2,110.96,12.81,740.21
4,375.65,0.25,90.16,13.26,1230.37
5,201.41,0.1,72.51,6.06,984.92
1,489.81,0.05,23.27,8.09,496.68
4,91.26,0.0,29.2,7.26,401.5
2,572.37,0.1,185.45,8.36,1224.08
2,312.1,0.1,44.94,7.01,613.73
5,476.43,0.2,95.29,2.75,2003.76
3,475.51,0.1,154.07,13.0,1450.95
4,135.45,0.05,61.77,1.23,577.71
2,583.54,0.1,84.03,3.14,1137.54
5,453.91,0.0,272.35,6.08,2547.98
1,294.6,0.1,13.26,13.31,291.71
1,557.7,0.0,0.0,4.85,562.55
4,554.74,0.05,379.44,6.41,2493.86
4,216.38,0.15,36.78,2.39,774.86
1,464.52,0.0,23.23,6.08,493.83
1,324.38,0.0,0.0,8.81,333.19
3,527.07,0.05,75.11,7.59,1584.85
3,162.01,0.1,21.87,12.05,471.35
4,277.87,0.1,80.03,12.25,1092.61
1,558.04,0.0,27.9,14.99,600.93
1,480.16,0.0,24.01,9.61,513.78
4,44.79,0.05,20.42,13.77,204.39
5,423.44,0.0,105.86,9.47,2232.53
3,483.8,0.05,68.94,6.87,1454.64
3,599.64,0.0,143.91,5.17,1948.0
4,419.31,0.2,67.09,14.04,1422.92
2,333.88,0.05,0.0,10.61,644.98
3,525.59,0.05,119.83,1.9,1619.66
3,312.7,0.15,39.87,5.63,842.88
5,475.86,0.1,107.07,14.48,2262.92
1,117.63,0.1,8.47,11.88,126.22
1,470.87,0.0,84.76,2.95,558.58
4,387.25,0.05,73.58,6.65,1551.78
1,484.99,0.05,0.0,12.04,472.78
2,208.95,0.0,33.43,12.64,463.97
2,466.08,0.05,0.0,1.7,887.25
1,386.39,0.1,27.82,3.52,379.09
5,139.15,0.0,83.49,2.19,781.43
3,193.08,0.0,69.51,2.88,651.63
1,389.37,0.0,31.15,1.72,422.24
2,513.46,0.0,0.0,8.51,1035.43
5,5.2,0.0,2.08,2.58,30.66
4,195.49,0.0,39.1,7.42,828.48
1,55.21,0.0,4.42,1.29,60.92
2,480.39,0.0,76.86,1.49,1039.13
4,7.33,0.1,3.17,4.59,34.15
3,595.06,0.0,89.26,3.82,1878.26
5,372.91,0.05,0.0,4.91,1776.23
4,420.31,0.05,191.66,11.61,1800.45
4,213.98,0.2,54.78,10.55,750.07
5,525.5,0.0,131.38,9.8,2768.68
4,54.75,0.1,23.65,0.85,221.6
5,577.09,0.2,415.5,3.67,2727.53
2,130.2,0.05,29.69,9.93,287.0
3,332.75,0.0,49.91,12.43,1060.59
1,257.69,0.1,18.55,14.71,265.18
4,167.82,0.2,96.66,8.97,642.65
4,94.93,0.0,45.57,0.31,425.6
1,262.25,0.25,15.74,13.78,226.21
4,162.78,0.1,70.32,13.1,669.43
2,345.51,0.1,31.1,5.04,658.06
4,272.55,0.1,78.49,2.6,1062.27
3,157.89,0.0,56.84,11.38,541.89
3,191.19,0.0,28.68,9.04,611.29
3,296.03,0.0,44.4,14.19,946.68
1,317.72,0.1,14.3,3.71,303.96
2,349.02,0.1,75.39,3.38,707.01
3,479.57,0.05,246.02,2.68,1615.47
2,213.84,0.2,41.06,8.88,392.08
5,344.25,0.0,137.7,7.84,1866.79
2,300.93,0.0,72.22,8.27,682.35
5,269.39,0.0,67.35,13.05,1427.35
2,531.76,0.25,63.81,3.37,864.82
2,520.44,0.0,83.27,8.19,1132.34
2,344.35,0.15,105.37,7.77,698.54
3,466.44,0.0,111.95,5.19,1516.46
3,339.11,0.05,115.98,14.85,1097.29
4,129.16,0.15,79.05,8.21,526.4
4,524.58,0.0,104.92,2.98,2206.22
5,34.87,0.0,20.92,5.0,200.27
3,83.14,0.05,11.85,9.06,257.86
3,425.49,0.0,102.12,4.06,1382.65
2,189.65,0.0,45.52,7.46,432.28
1,84.9,0.0,10.19,10.76,105.85
1,315.29,0.0,56.75,14.65,386.69
5,128.36,0.0,32.09,7.57,681.46
3,505.56,0.0,75.83,10.82,1603.33
1,350.87,0.15,35.79,4.3,338.33
4,294.55,0.05,55.96,13.56,1188.81
3,282.36,0.0,152.47,2.72,1002.27
3,424.66,0.0,101.92,3.66,1379.56
5,551.72,0.05,209.65,5.09,2835.41
3,136.51,0.15,62.66,2.86,413.62
4,233.5,0.05,44.36,1.25,932.91
4,584.31,0.0,116.86,1.46,2455.56
5,220.96,0.0,0.0,0.98,1105.78
1,596.6,0.1,26.85,8.34,572.13
5,118.39,0.25,35.52,5.34,484.82
5,375.03,0.0,150.01,9.72,2034.88
3,524.74,0.15,107.05,9.33,1454.47
4,531.36,0.0,106.27,3.66,2235.37
3,440.98,0.0,238.13,2.73,1563.8
4,239.85,0.05,0.0,7.15,918.58
5,9.67,0.25,4.35,6.69,47.3
1,117.66,0.1,5.29,9.55,120.73
2,233.6,0.2,44.85,11.72,430.33
1,584.43,0.2,37.4,12.77,517.71
4,36.56,0.05,6.95,9.53,155.41
3,259.32,0.0,38.9,10.64,827.5
1,429.03,0.05,32.61,8.92,449.11
2,263.86,0.05,25.07,9.42,535.82
5,254.26,0.0,63.56,4.51,1339.37
4,137.05,0.0,43.86,13.45,605.51
4,11.86,0.1,5.12,3.62,51.44
1,436.27,0.0,34.9,5.97,477.14
3,30.8,0.0,4.62,5.55,102.57
5,228.37,0.0,57.09,3.02,1201.96
3,255.86,0.05,58.34,5.12,792.66
2,244.78,0.3,41.12,5.12,388.93
2,166.66,0.0,16.67,1.78,351.77
1,275.06,0.0,13.75,0.32,289.13
4,351.32,0.0,112.42,4.16,1521.86
4,440.35,0.1,126.82,7.64,1719.72
2,524.47,0.05,79.72,4.17,1080.38
4,380.83,0.0,0.0,8.15,1531.47
2,491.65,0.1,70.8,7.68,963.45
